YEAR,DISTRICT, INJURED, KILLED 
2016,SOUTH WEST DELHI,1,0
2016,SHAHDARA,0,1
2016,SHAHDARA,1,0
2016,SOUTH EAST DELHI,0,1
2016,NORTH WEST DELHI,1,0
2016,CENTRAL DELHI,3,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,0,2
2016,SOUTH WEST DELHI,1,0
2016,CENTRAL DELHI,5,0
2016,SOUTH DELHI,2,0
2016,SOUTH WEST DELHI,0,1
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,WEST DELHI,0,1
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,SOUTH EAST DELHI,0,1
2016,CENTRAL DELHI,0,1
2016,NEW DELHI,1,1
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),2,0
2016,NORTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,NEW DELHI,0,1
2016,SOUTH DELHI,1,0
2016,SOUTH DELHI,2,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH WEST DELHI,1,0
2016,SHAHDARA,2,0
2016,EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,EAST DELHI,0,1
2016,EAST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,CENTRAL DELHI,0,1
2016,NORTH WEST DELHI,0,1
2016,SOUTH EAST DELHI,1,0
2016,SHAHDARA,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SHAHDARA,1,0
2016,NORTH EAST DELHI,1,1
2016,SOUTH EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),2,0
2016,NEW DELHI,2,0
2016,SOUTH EAST DELHI,2,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SHAHDARA,1,0
2016,NORTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,EAST DELHI,1,2
2016,NORTH EAST DELHI,0,1
2016,SOUTH WEST DELHI,0,1
2016,SOUTH WEST DELHI,0,1
2016,NORTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,1,0
2016,WEST DELHI,1,0
2016,EAST DELHI,1,0
2016,EAST DELHI,1,0
2016,WEST DELHI,1,0
2016,NEW DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),4,1
2016,SOUTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SOUTH DELHI,2,0
2016,SOUTH DELHI,1,0
2016,EAST DELHI,2,0
2016,NORTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,0,1
2016,SOUTH WEST DELHI,2,1
2016,SOUTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,1
2016,WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),2,1
2016,NEW DELHI,0,1
2016,NEW DELHI,1,0
2016,NEW DELHI,0,1
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,0,1
2016,NORTH WEST DELHI,2,0
2016,CENTRAL DELHI,2,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),2,0
2016,SOUTH WEST DELHI,1,0
2016,EAST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,WEST DELHI,0,0
2016,EAST DELHI,1,0
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,NORTH DELHI(ROHINI),1,0
2016,EAST DELHI,1,0
2016,WEST DELHI,3,0
2016,CENTRAL DELHI,1,0
2016,NEW DELHI,1,1
2016,SHAHDARA,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SHAHDARA,1,0
2016,SHAHDARA,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,CENTRAL DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,WEST DELHI,0,1
2016,NEW DELHI,1,0
2016,NORTH WEST DELHI,1,1
2016,NORTH WEST DELHI,4,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,CENTRAL DELHI,0,1
2016,SOUTH WEST DELHI,2,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,0,1
2016,SOUTH WEST DELHI,1,0
2016,NORTH WEST DELHI,0,1
2016,NORTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,EAST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SHAHDARA,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),3,3
2016,NORTH DELHI(ROHINI),0,1
2016,NORTH WEST DELHI,1,0
2016,NEW DELHI,1,0
2016,EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,SHAHDARA,1,0
2016,NORTH WEST DELHI,2,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),3,0
2016,SOUTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,CENTRAL DELHI,2,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,SHAHDARA,4,0
2016,EAST DELHI,1,0
2016,CENTRAL DELHI,1,1
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH EAST DELHI,1,0
2016,CENTRAL DELHI,0,1
2016,NORTH EAST DELHI,1,0
2016,CENTRAL DELHI,3,0
2016,SHAHDARA,1,0
2016,WEST DELHI,1,0
2016,SOUTH DELHI,0,1
2016,WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,1
2016,NEW DELHI,1,0
2016,SOUTH DELHI,1,0
2016,SOUTH EAST DELHI,2,0
2016,WEST DELHI,0,1
2016,NORTH WEST DELHI,0,1
2016,NORTH DELHI(ROHINI),1,0
2016,NEW DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,NORTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,EAST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,CENTRAL DELHI,0,1
2016,NORTH DELHI(ROHINI),0,1
2016,WEST DELHI,0,1
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,SOUTH DELHI,3,0
2016,SOUTH DELHI,1,0
2016,CENTRAL DELHI,2,0
2016,CENTRAL DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH EAST DELHI,0,1
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,SHAHDARA,1,0
2016,CENTRAL DELHI,2,1
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,0,1
2016,SHAHDARA,0,1
2016,NORTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NORTH WEST DELHI,0,1
2016,NORTH WEST DELHI,0,1
2016,WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,NORTH DELHI(ROHINI),0,2
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,3,0
2016,SOUTH EAST DELHI,0,1
2016,SOUTH WEST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,SHAHDARA,0,1
2016,SOUTH EAST DELHI,1,0
2016,EAST DELHI,2,0
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,EAST DELHI,1,0
2016,NEW DELHI,3,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,3,0
2016,SHAHDARA,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,3,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),1,0
2016,CENTRAL DELHI,0,1
2016,NORTH WEST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,NEW DELHI,0,1
2016,WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),2,0
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,SOUTH DELHI,0,1
2016,NORTH DELHI(ROHINI),0,1
2016,NORTH DELHI(ROHINI),1,0
2016,CENTRAL DELHI,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,2,0
2016,NEW DELHI,1,0
2016,SOUTH DELHI,0,1
2016,NORTH WEST DELHI,1,1
2016,NORTH WEST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH EAST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,WEST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SHAHDARA,4,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),0,1
2016,NORTH DELHI(ROHINI),1,0
2016,NEW DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH EAST DELHI,0,1
2016,SOUTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),0,1
2016,EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,EAST DELHI,2,0
2016,SOUTH EAST DELHI,0,1
2016,WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,2,0
2016,SOUTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),0,1
2016,NORTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,NORTH WEST DELHI,2,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,1
2016,SOUTH DELHI,1,1
2016,EAST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NEW DELHI,0,1
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH EAST DELHI,0,1
2016,CENTRAL DELHI,0,1
2016,CENTRAL DELHI,2,0
2016,EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),1,0
2016,WEST DELHI,1,0
2016,SOUTH DELHI,1,1
2016,NORTH DELHI(ROHINI),1,0
2016,CENTRAL DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NEW DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH WEST DELHI,1,0
2016,NEW DELHI,0,1
2016,SOUTH WEST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NEW DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,SHAHDARA,1,0
2016,NORTH WEST DELHI,0,1
2016,SHAHDARA,0,1
2016,WEST DELHI,0,1
2016,SOUTH WEST DELHI,2,0
2016,WEST DELHI,1,0
2016,SOUTH EAST DELHI,0,1
2016,EAST DELHI,2,0
2016,WEST DELHI,0,1
2016,WEST DELHI,1,0
2016,NEW DELHI,4,0
2016,WEST DELHI,1,0
2016,NEW DELHI,0,1
2016,SOUTH WEST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SHAHDARA,4,0
2016,SOUTH DELHI,1,0
2016,EAST DELHI,1,0
2016,SHAHDARA,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,0,1
2016,EAST DELHI,2,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH EAST DELHI,0,1
2016,EAST DELHI,2,0
2016,CENTRAL DELHI,1,0
2016,NEW DELHI,1,0
2016,EAST DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,WEST DELHI,3,0
2016,NEW DELHI,1,0
2016,SOUTH DELHI,1,0
2016,SHAHDARA,1,0
2016,SOUTH EAST DELHI,1,0
2016,EAST DELHI,1,0
2016,SHAHDARA,1,0
2016,SOUTH DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,WEST DELHI,1,0
2016,NORTH EAST DELHI,0,1
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SHAHDARA,1,0
2016,NEW DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SHAHDARA,1,0
2016,NORTH DELHI(ROHINI),3,1
2016,NEW DELHI,0,1
2016,NEW DELHI,1,0
2016,WEST DELHI,2,0
2016,CENTRAL DELHI,1,1
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH DELHI,2,0
2016,NORTH DELHI(ROHINI),1,0
2016,SHAHDARA,1,0
2016,NEW DELHI,1,1
2016,CENTRAL DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,SOUTH DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,3,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),1,0
2016,WEST DELHI,1,0
2016,SHAHDARA,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,0,1
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,NORTH WEST DELHI,0,0
2016,SOUTH EAST DELHI,0,1
2016,NEW DELHI,4,0
2016,SHAHDARA,3,0
2016,NORTH DELHI(ROHINI),3,0
2016,SOUTH WEST DELHI,1,0
2016,SHAHDARA,0,1
2016,SOUTH EAST DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NEW DELHI,1,0
2016,SHAHDARA,0,1
2016,NORTH EAST DELHI,1,0
2016,WEST DELHI,2,0
2016,CENTRAL DELHI,0,1
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,0,1
2016,SOUTH EAST DELHI,1,0
2016,SHAHDARA,0,1
2016,EAST DELHI,2,0
2016,CENTRAL DELHI,1,0
2016,WEST DELHI,0,1
2016,SOUTH EAST DELHI,0,1
2016,SOUTH EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,0
2016,NORTH DELHI(ROHINI),3,0
2016,NORTH DELHI(ROHINI),0,1
2016,CENTRAL DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SOUTH WEST DELHI,2,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,WEST DELHI,1,1
2016,WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH EAST DELHI,1,0
2016,WEST DELHI,1,1
2016,NORTH DELHI(ROHINI),0,1
2016,CENTRAL DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,EAST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,0,1
2016,NORTH DELHI(ROHINI),2,0
2016,NORTH DELHI(ROHINI),1,0
2016,CENTRAL DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SHAHDARA,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,SOUTH WEST DELHI,1,0
2016,CENTRAL DELHI,2,0
2016,NEW DELHI,1,0
2016,NEW DELHI,0,1
2016,SOUTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,EAST DELHI,2,0
2016,SOUTH WEST DELHI,2,0
2016,SHAHDARA,1,0
2016,SOUTH WEST DELHI,1,0
2016,EAST DELHI,1,0
2016,NORTH WEST DELHI,0,1
2016,WEST DELHI,1,0
2016,NORTH WEST DELHI,3,0
2016,NORTH DELHI(ROHINI),4,0
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH DELHI,0,1
2016,SOUTH WEST DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,2,0
2016,SHAHDARA,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,CENTRAL DELHI,2,0
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,0,1
2016,NEW DELHI,0,1
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,0,1
2016,SOUTH WEST DELHI,1,0
2016,EAST DELHI,2,0
2016,SOUTH EAST DELHI,0,1
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH EAST DELHI,1,0
2016,CENTRAL DELHI,0,1
2016,CENTRAL DELHI,1,0
2016,SHAHDARA,2,0
2016,WEST DELHI,1,0
2016,WEST DELHI,0,1
2016,NORTH DELHI(ROHINI),0,1
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,NORTH EAST DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),2,1
2016,NEW DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SOUTH EAST DELHI,0,1
2016,SOUTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NEW DELHI,0,1
2016,NEW DELHI,1,0
2016,SOUTH DELHI,1,0
2016,CENTRAL DELHI,0,1
2016,NEW DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,2,0
2016,NORTH EAST DELHI,0,1
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),0,1
2016,WEST DELHI,0,1
2016,WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,SHAHDARA,1,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,EAST DELHI,1,0
2016,SOUTH DELHI,0,1
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH WEST DELHI,0,1
2016,WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,1,0
2016,WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SHAHDARA,1,0
2016,WEST DELHI,1,0
2016,SHAHDARA,1,0
2016,SOUTH EAST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,CENTRAL DELHI,0,1
2016,NORTH WEST DELHI,2,0
2016,SHAHDARA,1,0
2016,SHAHDARA,1,0
2016,EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SHAHDARA,0,1
2016,NORTH EAST DELHI,1,0
2016,NEW DELHI,2,0
2016,EAST DELHI,1,0
2016,NEW DELHI,2,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH DELHI(ROHINI),2,0
2016,NORTH DELHI(ROHINI),2,0
2016,CENTRAL DELHI,1,0
2016,EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SHAHDARA,1,0
2016,NORTH WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,WEST DELHI,0,1
2016,WEST DELHI,1,0
2016,NEW DELHI,2,0
2016,SOUTH DELHI,0,1
2016,NORTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SHAHDARA,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH EAST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NEW DELHI,0,1
2016,SOUTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,2,0
2016,SHAHDARA,1,0
2016,NORTH WEST DELHI,1,1
2016,WEST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,SOUTH EAST DELHI,3,0
2016,NEW DELHI,0,1
2016,EAST DELHI,1,0
2016,CENTRAL DELHI,2,0
2016,SOUTH EAST DELHI,0,1
2016,SHAHDARA,2,0
2016,NORTH DELHI(ROHINI),2,0
2016,NORTH DELHI(ROHINI),0,1
2016,NORTH WEST DELHI,1,0
2016,NORTH WEST DELHI,0,1
2016,CENTRAL DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NORTH EAST DELHI,0,1
2016,SOUTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,0,0
2016,SOUTH WEST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH EAST DELHI,4,0
2016,NORTH DELHI(ROHINI),1,0
2016,EAST DELHI,1,0
2016,WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,WEST DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,NORTH WEST DELHI,2,0
2016,SOUTH DELHI,0,1
2016,SOUTH EAST DELHI,0,1
2016,SHAHDARA,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),2,1
2016,NORTH DELHI(ROHINI),1,0
2016,NORTH EAST DELHI,1,0
2016,NORTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,CENTRAL DELHI,2,0
2016,CENTRAL DELHI,2,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,SOUTH DELHI,1,0
2016,WEST DELHI,3,0
2016,WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,WEST DELHI,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH EAST DELHI,0,0
2016,NEW DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,NORTH WEST DELHI,2,0
2016,CENTRAL DELHI,2,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,SOUTH DELHI,1,0
2016,NORTH DELHI(ROHINI),0,1
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NORTH WEST DELHI,0,1
2016,SHAHDARA,0,1
2016,NORTH WEST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,1,1
2016,CENTRAL DELHI,1,0
2016,SOUTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,2,0
2016,SHAHDARA,1,0
2016,NORTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,CENTRAL DELHI,1,0
2016,NORTH WEST DELHI,0,1
2016,WEST DELHI,2,0
2016,NORTH DELHI(ROHINI),1,0
2016,WEST DELHI,1,0
2016,WEST DELHI,1,0
2016,EAST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,EAST DELHI,1,0
2016,WEST DELHI,1,0
2016,CENTRAL DELHI,0,1
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SOUTH WEST DELHI,0,1
2016,SOUTH WEST DELHI,1,0
2016,NEW DELHI,1,0
2016,SOUTH WEST DELHI,2,0
2016,NEW DELHI,0,1
2016,SOUTH EAST DELHI,1,0
2016,SOUTH EAST DELHI,2,0
2016,SOUTH EAST DELHI,0,1
2016,NORTH DELHI(ROHINI),7,0
2016,SOUTH WEST DELHI,1,0
2016,NORTH WEST DELHI,1,0
2016,SOUTH EAST DELHI,1,0
2016,SHAHDARA,1,0
2016,NORTH DELHI(ROHINI),1,0
2016,WEST DELHI,0,1
2016,EAST DELHI,1,0
2016,EAST DELHI,1,0
2016,WEST DELHI,1,0
2016,SOUTH EAST DELHI,0,1
2016,SOUTH EAST DELHI,1,0
2016,NEW DELHI,1,0
2016,NEW DELHI,4,0
2016,NEW DELHI,1,0
2016,NEW DELHI,1,0
2016,SHAHDARA,2,0
2016,SHAHDARA,1,0
2016,NORTH DELHI(ROHINI),0,1
